paper_ID,tabfig,model_type,year,response,resp_type_generalized,exp_num_var,explanatory,exp_isNA,exp_isTIME,exp_isSCALE,exp_isOTHER,exp_SOYPRED,exp_FUNGUS,exp_plantnutrition,exp_leaf_percK,exp_leaf_perc_N,exp_precipitation,exp_growingdegreedays,exp_functdiversity,exp_aspect,exp_intercept,exp_isSBA,exp_captured_SBA,exp_SBA_abundance,exp_isPRED,exp_isPREDTYPE,exp_pred_migration,exp_pred_withheld,exp_pred_richness,exp_pred_abundance,exp_predtype_lacewings,exp_predtype_spiders,exp_coccinellidae,exp_parasitoids,exp_isFIELD,exp_fieldID,exp_fieldperimeter,exp_fieldarea,exp_fieldwidth,exp_fieldtillage_notill,exp_isBORDERTYPE,exp_border,exp_landscape_complexity,exp_border_buckthorn,exp_isBORDERTYPE_crops,exp_bordertype_alfalfa,exp_bordertype_corn,exp_bordertype_canola,exp_bordertype_cereals,exp_bordertype_soybean,exp_bordertype_richness,exp_bordertype_generalizedcrops,exp_isBORDERTYPE_grass,exp_bordertype_grass,exp_bordertype_prairie,exp_bordertype_pasture,exp_isBORDERTYPE_forest,exp_bordertype_forestdistance,exp_bordertype_forestproportion,exp_bordertype_forestdiversity,value,value_type,value_isBEST,value_best_type,value_best_num_var,p_val,signif,delta_i,w_i,likelihood,value_R2_type,value_R2,confidence_interv,spatial_scale,notes,ParCorrDep
I.3.Woltz ,T1,BSI,2008,coccinellid abundance,SBA predator abundance,1,semi-natural habitat,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,0.07,F-value,,p-val,1,0.798,,,,,NA,NA,,2,simpsons diversity w/proportion of semi-natural habitat,
I.3.Woltz ,T1,BSI,2008,coccinellid abundance,SBA predator abundance,1,treatment semi-natural,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1.81,F-value,,p-val,1,0.191,,,,,NA,NA,,2,simpsons diversity w/proportion of semi-natural habitat,
I.3.Woltz ,T1,BSI,2009,coccinellid abundance,SBA predator abundance,1,buckwheat treatment,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,0.47,F-value,,p-val,1,0.496,,,,,NA,NA,,2,simpsons diversity w/proportion of semi-natural habitat,
I.3.Woltz ,T1,BSI,2009,coccinellid abundance,SBA predator abundance,1,semi-natural habitat,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,6.11,F-value,yes,p-val,1,0.019,1,,,,NA,NA,,2,simpsons diversity w/proportion of semi-natural habitat,
I.3.Woltz ,T1,BSI,2009,coccinellid abundance,SBA predator abundance,1,treatment semi-natural,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,0.19,F-value,,p-val,1,0.667,,,,,NA,NA,,2,simpsons diversity w/proportion of semi-natural habitat,
I.3.Woltz ,T1,BSI,2009,coccinellid abundance,SBA predator abundance,1,buckwheat treatment,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,10.78,F-value,yes,p-val,1,0.003,1,,,,NA,NA,,2,simpsons diversity w/proportion of semi-natural habitat,
I.3.Woltz ,T1,BSI,2009,coccinellid abundance,SBA predator abundance,1,semi-natural habitat,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,0.25,F-value,,p-val,1,0.618,,,,,NA,NA,,2,simpsons diversity w/proportion of semi-natural habitat,
I.3.Woltz ,T1,BSI,2009,coccinellid abundance,SBA predator abundance,1,treatment semi-natural,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,0.4,F-value,,p-val,1,0.532,,,,,NA,NA,,2,simpsons diversity w/proportion of semi-natural habitat,
Sama2018,T2,multiple linear regression,"2013, 2014",SBA abundance,SBA abundance,2,I + A,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.43,AIC(c),no,deltai,5,<0.0001,1,4.37,0.03,-30.69,R^2_adj,0.52,,NA,,NA
Sama2018,T2,multiple linear regression,"2013, 2014",SBA abundance,SBA abundance,4,I + A*** - CE* + CA,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,1,1,,,,,,,,,,,,64.06,AIC(c),yes,deltai,5,<0.0001,1,0.00,0.29,-25.6,R^2_adj,0.64,,NA,,"A (0.65), CE (-0.40), CA (0.05)"
Sama2018,T2,multiple linear regression,"2013, 2014",SBA abundance,SBA abundance,4,I + A*** + W* + CA**,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,1,,,,64.97,AIC(c),no,deltai,5,<0.0001,1,0.91,0.18,-26.06,R^2_adj,0.63,,0.5,,"A (0.56), W (0.43), CA (0.48)"
Sama2018,T2,multiple linear regression,"2013, 2014",SBA abundance,SBA abundance,3,I + A*** - CE,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,65.49,AIC(c),no,deltai,5,<0.0001,1,1.43,0.14,-27.84,R^2_adj,0.59,,1.5,,"A (0.67), CE (-0.38)"
Sama2018,T2,multiple linear regression,"2013, 2014",SBA abundance,SBA abundance,4,I + A*** - gl** + bl,,,,1,,,,,,,,,,1,,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.83,AIC(c),yes,deltai,5,<0.0001,1,0.00,0.64,-24.99,R^2_adj,0.66,,NA,,"A (0.68), gl (-0.52), bl (0.26)"
Sama2018,T2,multiple linear regression,"2013, 2014",SBA abundance,SBA abundance,3,I + A*** - gl**,,,,1,,,,,,,,,,1,,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.26,AIC(c),no,deltai,5,<0.0001,1,1.43,0.31,-27.22,R^2_adj,0.61,,NA,,"A (0.74), gl (-0.51)"
Sama2018,T2,multiple linear regression,"2013, 2014",SBA abundance,SBA abundance,5,I + A*** - gl** + CA + BG**,,,,1,,,,,,,,,,1,,1,,1,1,,,,,1,,,,,,,,,,1,,,,1,,,1,,,,,1,1,,,,,,,63.34,AIC(c),yes,deltai,5,<0.0001,1,0.00,0.24,-23.57,R^2_adj,0.68,,0.5,,"A (0.77), gl (-0.52), CA (0.34), BG (0.18)"
Sama2018,T2,multiple linear regression,"2013, 2014",SBA abundance,SBA abundance,5,I + A*** - gl** + CA* + BG,,,,1,,,,,,,,,,1,,1,,1,1,,,,,1,,,,,,,,,,1,,,,1,,,1,,,,,1,1,,,,,,,64.17,AIC(c),no,deltai,5,<0.0001,1,0.83,0.16,-23.98,R^2_adj,0.67,,0.25,,"A (0.76), gl (-0.54), CA (0.39), BG (0.10)"
Sama2018,T2,multiple linear regression,"2013, 2014",SBA abundance,SBA abundance,4,I + A*** - gl*** - SH*,,,,1,,,,,,,,,,1,,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,64.19,AIC(c),no,deltai,5,<0.0001,1,0.85,0.15,-25.66,R^2_adj,0.64,,1.5,,"A (0.73), gl (-0.58), SH (-0.38)"
Sama2018,T2,multiple linear regression,"2013, 2014",SBA abundance,SBA abundance,4,I + A*** - gl** + CA,,,,1,,,,,,,,,,1,,1,,1,1,,,,,1,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,64.54,AIC(c),no,deltai,5,<0.0001,1,1.20,0.13,-25.84,R^2_adj,0.63,,1,,"A (0.73), gl (-0.50), CA (0.25)"
Sama2018,T2,multiple linear regression,"2013, 2014",SBA abundance,SBA abundance,5,I + A*** - co - CE* + bl,,,,1,,,,,,,,,,1,,1,,1,1,,,,,1,,1,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,65.08,AIC(c),no,deltai,5,<0.0001,1,1.74,0.1,-24.44,R^2_adj,0.65,,2,,"A (0.73), co (-0.37), CE (-0.46), bl (0.17)"
Sama2018,T2,multiple linear regression,"2013, 2014",SBA abundance,SBA abundance,4,I + A*** - co† - CE*,,,,1,,,,,,,,,,1,,1,,1,1,,,,,,,1,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,65.46,AIC(c),no,deltai,5,<0.0001,1,2.12,0.08,-26.3,R^2_adj,0.62,,1.5,,"A (0.78), co (-0.37), CE (-0.42)"
Sama2018,T2,multiple linear regression,"2013, 2014",SBA abundance,SBA abundance,4,I + A*** + bl + W,,,,1,,,,,,,,,,1,,1,,1,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,67.15,AIC(c),no,deltai,5,<0.0001,1,3.81,0.04,-27.15,R^2_adj,0.6,,1,,"A (0.63), bl (0.29), W (0.36)"
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",aphid predator richness,SBA predator richness,2,Field orientation + field width ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.60,AIC,yes,deltai,2,NA,,0,0.15,,NA,NA,,NA,,Field orientation (0.26 ± 0.14) + field width (-0.89 ± 0.14)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",aphid predator richness,SBA predator richness,3,"Field orientation  + tillage  + field width 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.30,AIC,no,deltai,2,NA,,0.7,0.11,,NA,NA,,NA,,"Field orientation (0.32 ± 0.14) + tillage (-0.21 ± 0.16) + field width 
(-0.86 ± 0.14)"
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",aphid predator richness,SBA predator richness,2,Field width  + proportion forest750m ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,78.30,AIC,no,deltai,2,NA,,0.7,0.11,,NA,NA,,NA,,Field width (-0.79 ± 0.16) + proportion forest750m (0.24 ± 0.15)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",aphid predator richness,SBA predator richness,1,Field width ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.40,AIC,no,deltai,2,NA,,0.8,0.1,,NA,NA,,NA,,Field width (-0.88 ± 0.15)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",aphid predator richness,SBA predator richness,3,Distance from forest  + field orientation  + field width ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,78.50,AIC,no,deltai,2,NA,,0.9,0.1,,NA,NA,,NA,,Distance from forest (0.14 ± 0.11) + field orientation (0.26 ± 0.14) + field width (-0.89 ± 0.14)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",aphid predator richness,SBA predator richness,3,Tillage  + field width  + proportion forest750m ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,78.80,AIC,no,deltai,2,NA,,1.2,0.08,,NA,NA,,NA,,Tillage (-0.23 ± 0.17) + field width (-0.74 ± 0.16) + proportion forest750m (0.32 ± 0.16)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",aphid predator richness,SBA predator richness,4,"Field orientation  + tillage  + field width 
 + proportion forest750m ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,78.90,AIC,no,deltai,2,NA,,1.3,0.08,,NA,NA,,NA,,"Field orientation (0.24 ± 0.15) + tillage (-0.27 ± 0.16) + field width 
(-0.77 ± 0.15) + proportion forest750m (0.22 ± 0.16)"
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",aphid predator richness,SBA predator richness,3,Field orientation  + field width  + proportion forest750m ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,79.20,AIC,no,deltai,2,NA,,1.6,0.07,,NA,NA,,NA,,Field orientation (0.19 ± 0.16) + field width (-0.83 ± 0.16) + proportion forest750m (0.15 ± 0.16)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",aphid predator richness,SBA predator richness,3,Distance from forest  + field width  + proportion forest750m ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,79.20,AIC,no,deltai,2,NA,,1.6,0.07,,NA,NA,,NA,,Distance from forest (0.14 ± 0.11) + field width (-0.79 ± 0.16) + proportion forest750m (0.24 ± 0.15)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",aphid predator richness,SBA predator richness,2,Distance from forest  + field width ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,79.20,AIC,no,deltai,2,NA,,1.6,0.07,,NA,NA,,NA,,Distance from forest (0.14 ± 0.11) + field width (-0.88 ± 0.15)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",aphid predator richness,SBA predator richness,4,Distance from forest  + field orientation  + tillage  + field width ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,79.30,AIC,no,deltai,2,NA,,1.7,0.07,,NA,NA,,NA,,Distance from forest (0.14 ± 0.11) + field orientation (0.32 ± 0.14) + tillage (-0.21 ± 0.16) + field width (-0.86 ± 0.14)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",aphid predator abundance,SBA predator abundance,4,"Distance from forest  + tillage  + field width 
 + proportion forest750m ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,218.20,AIC,yes,deltai,2,NA,,0,0.26,,NA,NA,,NA,,"Distance from forest (0.50 ± 0.09) + tillage (-0.47 ± 0.27) + field width 
(-0.48 ± 0.25) + proportion forest750m (0.56 ± 0.26)"
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",aphid predator abundance,SBA predator abundance,2,Distance from forest  + field width ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,218.40,AIC,no,deltai,2,NA,,0.2,0.24,,NA,NA,,NA,,Distance from forest (0.50 ± 0.09) + field width (-0.73 ± 0.25)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",aphid predator abundance,SBA predator abundance,3,Distance from forest  + field width  + proportion forest750m ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,218.60,AIC,no,deltai,2,NA,,0.4,0.21,,NA,NA,,NA,,Distance from forest (0.50 ± 0.09) + field width (-0.61 ± 0.25) + proportion forest750m 0.39 ± 0.25)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",aphid predator abundance,SBA predator abundance,3,Distance from forest + tillage  + proportion forest750m ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,218.90,AIC,no,deltai,2,NA,,0.70,0.18,,NA,NA,,NA,,Distance from forest (0.50 ± 0.09) + tillage (-0.62 ± 0.28) + proportion forest750m (0.75 ± 0.26)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",aphid predator abundance,SBA predator abundance,3,Distance from forest + tillage  + field width ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,219.90,AIC,no,deltai,2,NA,,1.70,0.11,,NA,NA,,NA,,Distance from forest (0.50 ± 0.09) + tillage (-0.27 ± 0.27) + field width (-0.69 ± 0.25)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean herbivore richness,Soy herbivory,1,Field width,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,72.10,AIC,yes,deltai,2,NA,,0,0.26,,NA,NA,,NA,,Field width (-0.81 ± 0.15)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean herbivore richness,Soy herbivory,2,Field width + landscape complexity2000m ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.60,AIC,no,deltai,2,NA,,0.50,0.21,,NA,NA,,NA,,Field width (-0.73 ± 0.16) + landscape complexity2000m (0.22 ± 0.16)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean herbivore richness,Soy herbivory,2,Field orientation  + field width ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.70,AIC,no,deltai,2,NA,,0.60,0.19,,NA,NA,,NA,,Field orientation (0.19 ± 0.14) + field width (-0.81 ± 0.15)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean herbivore richness,Soy herbivory,3,Field orientation  + field width  + landscape complexity2000m ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,73.40,AIC,no,deltai,2,NA,,1.30,0.14,,NA,NA,,NA,,Field orientation (0.18 ± 0.14) + field width (-0.73 ± 0.15) + landscape complexity2000m (0.21 ± 0.16)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean herbivore richness,Soy herbivory,3,"Field orientation  + tillage  + field width 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.90,AIC,no,deltai,2,NA,,1.80,0.1,,NA,NA,,NA,,"Field orientation (0.24 ± 0.15) + tillage (-0.18 ± 0.16) + field width 
(-0.80 ± 0.14)"
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean herbivore richness,Soy herbivory,2,Tillage  + field width ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.10,AIC,no,deltai,2,NA,,2.00,0.1,,NA,NA,,NA,,Tillage (-0.10 ± 0.16) + field width (-0.80 ± 0.15)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean herbivore abundance,Soy herbivory,3,"Distance from forest  + tillage  + field width 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,294.10,AIC,yes,deltai,2,NA,,0,0.17,,NA,NA,,NA,,"Distance from forest (1.06 ± 0.16) + tillage (-0.48 ± 0.30) + field width 
(-1.0 ± 0.28)"
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean herbivore abundance,Soy herbivory,2,Distance from forest  + field width ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,294.20,AIC,no,deltai,2,NA,,0.10,0.17,,NA,NA,,NA,,Distance from forest (1.06 ± 0.16) + field width (-1.05 ± 0.29)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean herbivore abundance,Soy herbivory,4,Distance from forest  + field orientation  + tillage  + field width ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,294.70,AIC,no,deltai,2,NA,,0.60,0.13,,NA,NA,,NA,,Distance from forest (1.06 ± 0.16) + field orientation (0.41 ± 0.28) + tillage (-0.62 ± 0.30) + field width (-1.00 ± 0.27)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean herbivore abundance,Soy herbivory,4,"Distance from forest  + tillage  + field width 
+ forest diversity ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,1,294.80,AIC,no,deltai,2,NA,,0.70,0.12,,NA,NA,,NA,,"Distance from forest (1.06 ± 0.16) + tillage (-0.54 ± 0.29) + field width 
(-1.05 ± 0.27) + forest diversity (-0.39 ± 0.27)"
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean herbivore abundance,Soy herbivory,4,"Distance from forest + tillage  + field width 
 + proportion forest500m ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,295.40,AIC,no,deltai,2,NA,,1.30,0.09,,NA,NA,,NA,,"Distance from forest (1.06 ± 0.16) + tillage (-0.61 ± 0.31) + field width 
(-0.88 ± 0.29) + proportion forest500m (0.35 ± 0.30)"
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean herbivore abundance,Soy herbivory,5,"Distance from forest  + field orientation + tillage  + field width + forest diversity 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,1,295.40,AIC,no,deltai,2,NA,,1.30,0.09,,NA,NA,,NA,,"Distance from forest (1.06 ± 0.16) + field orientation (0.40 ± 0.28) + tillage (-0.67 ± 0.30) + field width (-1.04 ± 0.26) + forest diversity 
(-0.38 ± 0.27)"
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean herbivore abundance,Soy herbivory,3,Distance from forest + field width  + forest diversity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,1,295.40,AIC,no,deltai,2,NA,,1.30,0.09,,NA,NA,,NA,,Distance from forest (1.05 ± 0.16) + field width (-1.09 ± 0.28) + forest diversity (-0.32 ± 0.29)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean herbivore abundance,Soy herbivory,3,Distance from forest  + field orientation + field width ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,296.00,AIC,no,deltai,2,NA,,1.90,0.07,,NA,NA,,NA,,Distance from forest (1.05 ± 0.16) + field orientation (0.22 ± 0.29) + field width (-1.06 ± 0.29)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean herbivore abundance,Soy herbivory,5,"Distance from forest  + tillage  + field width 
 + forest diversity  + proportion forest500m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,296.00,AIC,no,deltai,2,NA,,1.90,0.07,,NA,NA,,NA,,"Distance from forest (1.06 ± 0.16) + tillage (-0.67 ± 0.31) + field width 
(-0.92 ± 0.28) + forest diversity (-0.39 ± 0.27) + proportion forest500m (0.35 ± 0.29)"
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean aphid regulation,SBA regulation,2,Predator richness  + landscape complexity1000m,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,422.60,AIC,yes,deltai,2,NA,,0,0.34,,NA,NA,,NA,,Predator richness (-0.36 ± 0.22) + landscape complexity1000m (-1.18 ± 0.31)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean aphid regulation,SBA regulation,2,Predator abundance  + landscape complexity1000m ,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,423.60,AIC,no,deltai,2,NA,,1.00,0.2,,NA,NA,,NA,,Predator abundance (-0.29 ± 0.24) + landscape complexity1000m (-1.19 ± 0.30)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean aphid regulation,SBA regulation,3,Tillage + Predator richness  + landscape complexity1000m,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,424.00,AIC,no,deltai,2,NA,,1.40,0.17,,NA,NA,,NA,,Tillage (-0.35 ± 0.33) + Predator richness (-0.37 ± 0.22) + landscape complexity1000m (-1.22 ± 0.31)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean aphid regulation,SBA regulation,2,Spider abundance  + landscape complexity1000m ,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,424.30,AIC,no,deltai,2,NA,,1.70,0.15,,NA,NA,,NA,,Spider abundance (0.17 ± 0.18) + landscape complexity1000m (-1.18 ± 0.31)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean aphid regulation,SBA regulation,3,Predator richness  + field width  + landscape complexity1000m ,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,424.40,AIC,no,deltai,2,NA,,1.80,0.14,,NA,NA,,NA,,Predator richness (-0.35 ± 0.22) + field width (0.33 ± 0.37) + landscape complexity1000m (-0.99 ± 0.37)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean herbivory regulation,Soy herbivory,3,Tillage + herbivore abundance  + field width ,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.20,AIC,yes,deltai,2,NA,,0,0.15,,NA,NA,,NA,,Tillage (-0.49 ± 0.20) + herbivore abundance (-0.85 ± 0.17) + field width (0.95 ± 0.18)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean herbivory regulation,Soy herbivory,4,Tillage  + herbivore abundance + field width + proportion forest2000m ,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,238.60,AIC,no,deltai,2,NA,,0.40,0.13,,NA,NA,,NA,,Tillage (-0.42 ± 0.20) + herbivore abundance (-0.83 ± 0.17) + field width (0.77 ± 0.21) + proportion forest2000m (-0.33 ± 0.21)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean herbivory regulation,Soy herbivory,4,Field orientation  + tillage  + herbivore abundance  + field width ,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.60,AIC,no,deltai,2,NA,,0.40,0.13,,NA,NA,,NA,,Field orientation (-0.29 ± 0.19) + tillage (-0.37 ± 0.20) + herbivore abundance (-0.84 ± 0.17) + field width (0.92 ± 0.18)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean herbivory regulation,Soy herbivory,4,Tillage  + herbivore abundance  + field width + forest diversity ,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,238.80,AIC,no,deltai,2,NA,,0.60,0.12,,NA,NA,,NA,,Tillage (-0.46 ± 0.19) + herbivore abundance (-0.80 ± 0.17) + field width (1.03 ± 0.18) + forest diversity (0.31 ± 0.21)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean herbivory regulation,Soy herbivory,3,Field orientation  + herbivore abundance + field width ,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.00,AIC,no,deltai,2,NA,,0.80,0.1,,NA,NA,,NA,,Field orientation (-0.43 ± 0.19) + herbivore abundance (-0.75 ± 0.17) + field width (0.88 ± 0.19)
I.4.Mitchell,TA4,linear mixed-effects,"2010, 2011",soybean herbivory regulation,Soy herbivory,4,Field orientation  + tillage + herbivore abundance  + field width + forest diversity ,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,239.80,AIC,no,deltai,2,NA,,1.60,0.07,,NA,NA,,NA,,Field orientation (-0.25 ± 0.19) + tillage (-0.36 ± 0.20) + herbivore abundance (-0.79 ± 0.17) + field width (0.99 ± 0.18) + forest diversity (0.26 ± 0.20)
