"","ID","paper_ID","tabfig","model_type","year","response","resp_type_generalized","explanatory","value","value_type","value_best_type","p_val","delta_i","w_i","likelihood","value_R2_type","value_R2","exp_num_var","exp_isNA","exp_isTIME","exp_isSCALE","exp_isOTHER","exp_SOYPRED","exp_FUNGUS","exp_plantnutrition","exp_leaf_percK","exp_leaf_perc_N","exp_precipitation","exp_growingdegreedays","exp_functdiversity","exp_aspect","exp_intercept","exp_isSBA","exp_captured_SBA","exp_SBA_abundance","exp_isPRED","exp_isPREDTYPE","exp_pred_migration","exp_pred_withheld","exp_pred_richness","exp_pred_abundance","exp_predtype_lacewings","exp_predtype_spiders","exp_coccinellidae","exp_parasitoids","exp_isFIELD","exp_fieldID","exp_fieldperimeter","exp_fieldarea","exp_fieldwidth","exp_fieldtillage_notill","exp_isBORDERTYPE","exp_border","exp_landscape_complexity","exp_border_buckthorn","exp_isBORDERTYPE_crops","exp_bordertype_alfalfa","exp_bordertype_corn","exp_bordertype_canola","exp_bordertype_cereals","exp_bordertype_soybean","exp_bordertype_richness","exp_bordertype_generalizedcrops","exp_isBORDERTYPE_grass","exp_bordertype_grass","exp_bordertype_prairie","exp_bordertype_pasture","exp_isBORDERTYPE_forest","exp_bordertype_forestdistance","exp_bordertype_forestproportion","exp_bordertype_forestdiversity","value_isBEST","value_best_num_var","signif"
"193","193","Gonzal2020","TS3","GLMMs","2015, 2016","soybean herbivory","Soy herbivory","forest cover (1.5 km) + forest proximity","0.09","model coefficient","p-val","sig","NA","NA","NA","NA","NA",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1
"194","194","Gonzal2020","TS3","GLMMs","2015, 2016","soybean herbivory","Soy herbivory","forest cover (1.5 km) + forest proximity","0.19","model coefficient","p-val","sig","NA","NA","NA","NA","NA",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1
"195","195","Gonzal2020","TS3","GLMMs","2015, 2016","soybean herbivory","Soy herbivory","forest cover (1.5 km) + forest proximity","-0.1","model coefficient","p-val","sig","NA","NA","NA","NA","NA",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1
"196","196","Gonzal2020","TS3","GLMMs","2015, 2016","total number of pods per plant","Soy herbivory","forest cover (1.5 km) + forest proximity","3.87","model coefficient","p-val","sig","NA","NA","NA","NA","NA",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1
"197","197","Gonzal2020","TS3","GLMMs","2015, 2016","total number of pods per plant","Soy herbivory","forest cover (1.5 km) + forest proximity","3.66","model coefficient","p-val","sig","NA","NA","NA","NA","NA",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1
"198","198","Gonzal2020","TS3","GLMMs","2015, 2016","total number of pods per plant","Soy herbivory","forest cover (1.5 km) + forest proximity","0.75","model coefficient","p-val","sig","NA","NA","NA","NA","NA",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1
"199","199","Gonzal2020","TS3","GLMMs","2015, 2016","number of full pods per plant","Soy herbivory","forest cover (1.5 km) + forest proximity","2.49","model coefficient","p-val","sig","NA","NA","NA","NA","NA",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1
"200","200","Gonzal2020","TS3","GLMMs","2015, 2016","number of full pods per plant","Soy herbivory","forest cover (1.5 km) + forest proximity","2.24","model coefficient","p-val","sig","NA","NA","NA","NA","NA",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1
"201","201","Gonzal2020","TS3","GLMMs","2015, 2016","number of full pods per plant","Soy herbivory","forest cover (1.5 km) + forest proximity","1.96","model coefficient","p-val","sig","NA","NA","NA","NA","NA",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1
"202","202","Gonzal2020","TS3","GLMMs","2015, 2016","soybean yield (g per plant)","Soy herbivory","forest cover (1.5 km) + forest proximity","17.66","model coefficient","p-val","sig","NA","NA","NA","NA","NA",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1
"203","203","Gonzal2020","TS3","GLMMs","2015, 2016","soybean yield (g per plant)","Soy herbivory","forest cover (1.5 km) + forest proximity","12.6","model coefficient","p-val","sig","NA","NA","NA","NA","NA",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1
"204","204","Gonzal2020","TS3","GLMMs","2015, 2016","soybean yield (g per plant)","Soy herbivory","forest cover (1.5 km) + forest proximity","13.39","model coefficient","p-val","sig","NA","NA","NA","NA","NA",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1
"205","205","Gonzal2020","TS6","piecewise SEM models","2015, 2016","predator richness","SBA predator richness","forest cover","7.93","model coefficient","p-val","0.16","NA","NA","NA","R^2_full","0.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6,0
"206","206","Gonzal2020","TS6","piecewise SEM models","2015, 2016","predator richness","SBA predator richness","forest proximity","3.09","model coefficient","p-val","<0.0001","NA","NA","NA","R^2_full","0.38",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,1
"207","207","Gonzal2020","TS6","piecewise SEM models","2015, 2016","parasitoid richness","SBA predator richness","predator richness","0.3","model coefficient","p-val","<0.0001","NA","NA","NA","R^2_full","0.31",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
"208","208","Gonzal2020","TS6","piecewise SEM models","2015, 2016","predator richness","SBA predator richness","parasitoid richness","0.3","model coefficient","p-val","<0.0001","NA","NA","NA","R^2_full","0.31",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
"209","209","Gonzal2020","TS6","piecewise SEM models","2015, 2016","parasitoid richness","SBA predator richness","forest proximity","0.72","model coefficient","p-val","<0.0001","NA","NA","NA","R^2_full","0.33",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,1
"210","210","Gonzal2020","TS6","piecewise SEM models","2015, 2016","herbivore richness","Soy herbivory","forest proximity","0.41","model coefficient","p-val","<0.0001","NA","NA","NA","R^2_full","0.27",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,1
"211","211","Gonzal2020","TS6","piecewise SEM models","2015, 2016","herbivore richness","Soy herbivory","predator richness","-0.16","model coefficient","p-val","<0.0001","NA","NA","NA","R^2_full","-0.87",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
"212","212","Gonzal2020","TS6","piecewise SEM models","2015, 2016","herbivore richness","Soy herbivory","parasitoid richness","0.19","model coefficient","p-val","<0.0001","NA","NA","NA","R^2_full","0.28",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
"213","213","Gonzal2020","TS6","piecewise SEM models","2015, 2016","herbivory","Soy herbivory","forest cover","-0.12","model coefficient","p-val","0.04","NA","NA","NA","R^2_full","-0.33",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6,1
"214","214","Gonzal2020","TS6","piecewise SEM models","2015, 2016","herbivory","Soy herbivory","forest proximity","-0.1","model coefficient","p-val","<0.0001","NA","NA","NA","R^2_full","-0.66",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,1
"215","215","Gonzal2020","TS6","piecewise SEM models","2015, 2016","herbivory","Soy herbivory","predator richness","0.004","model coefficient","p-val","0.05","NA","NA","NA","R^2_full","0.25",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
"216","216","Gonzal2020","TS6","piecewise SEM models","2015, 2016","herbivory","Soy herbivory","parasitoid richness","-0.01","model coefficient","p-val","0.04","NA","NA","NA","R^2_full","-0.19",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
"217","217","Gonzal2020","TS6","piecewise SEM models","2015, 2016","soybean yield","Soy herbivory","predator richness","0.95","model coefficient","p-val","0.0009","NA","NA","NA","R^2_full","0.42",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
"218","218","Gonzal2020","TS6","piecewise SEM models","2015, 2016","soybean yield","Soy herbivory","parasitoid richness","1.92","model coefficient","p-val","0.03","NA","NA","NA","R^2_full","0.23",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
"219","219","Gonzal2020","TS6","piecewise SEM models","2015, 2016","predator abundance","SBA predator abundance","forest proximity","115.81","model coefficient","p-val","<0.0001","NA","NA","NA","R^2_full","0.58",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,1
"220","220","Gonzal2020","TS6","piecewise SEM models","2015, 2016","predator abundance","SBA predator abundance","caterpillar parasitoid abundance","0.39","model coefficient","p-val","<0.0001","NA","NA","NA","R^2_full","0.39",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
"221","221","Gonzal2020","TS6","piecewise SEM models","2015, 2016","caterpillar parasitoid abundance","Soy herbivory","predator abundance","0.39","model coefficient","p-val","<0.0001","NA","NA","NA","R^2_full","0.39",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
"222","222","Gonzal2020","TS6","piecewise SEM models","2015, 2016","stink bug parasitoid abundance","Soy herbivory","caterpillar parasitoid abundance","0.45","model coefficient","p-val","<0.0001","NA","NA","NA","R^2_full","0.45",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
"223","223","Gonzal2020","TS6","piecewise SEM models","2015, 2016","caterpillar parasitoid abundance","Soy herbivory","stink bug parasitoid abundance","0.45","model coefficient","p-val","<0.0001","NA","NA","NA","R^2_full","0.45",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
"224","224","Gonzal2020","TS6","piecewise SEM models","2015, 2016","stink bug parasitoid abundance","Soy herbivory","forest cover","80.93","model coefficient","p-val","0.02","NA","NA","NA","R^2_full","0.56",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6,1
"225","225","Gonzal2020","TS6","piecewise SEM models","2015, 2016","caterpillar parasitoid abundance","Soy herbivory","forest cover","531.99","model coefficient","p-val","0.07","NA","NA","NA","R^2_full","0.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6,0
"226","226","Gonzal2020","TS6","piecewise SEM models","2015, 2016","caterpillar parasitoid abundance","Soy herbivory","forest proximity","-91.36","model coefficient","p-val","<0.0001","NA","NA","NA","R^2_full","-0.21",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,1
"227","227","Gonzal2020","TS6","piecewise SEM models","2015, 2016","stink bug abundance","Soy herbivory","stink bug parasitoid abundance","-0.02","model coefficient","p-val","0.03","NA","NA","NA","R^2_full","-0.22",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
"228","228","Gonzal2020","TS6","piecewise SEM models","2015, 2016","caterpillar abundance","Soy herbivory","forest proximity","-24.25","model coefficient","p-val","0.003","NA","NA","NA","R^2_full","-0.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,1
"229","229","Gonzal2020","TS6","piecewise SEM models","2015, 2016","caterpillar abundance","Soy herbivory","predator abundance","-0.1","model coefficient","p-val","0.07","NA","NA","NA","R^2_full","-0.16",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
"230","230","Gonzal2020","TS6","piecewise SEM models","2015, 2016","caterpillar abundance","Soy herbivory","caterpillar parasitoid abundance","0.04","model coefficient","p-val","0.07","NA","NA","NA","R^2_full","0.14",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
"231","231","Gonzal2020","TS6","piecewise SEM models","2015, 2016","herbivory","Soy herbivory","forest cover","-0.14","model coefficient","p-val","0.005","NA","NA","NA","R^2_full","-0.39",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6,1
"232","232","Gonzal2020","TS6","piecewise SEM models","2015, 2016","herbivory","Soy herbivory","forest proximity","-0.08","model coefficient","p-val","<0.0001","NA","NA","NA","R^2_full","-0.56",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,6,1
"233","233","Gonzal2020","TS6","piecewise SEM models","2015, 2016","herbivory","Soy herbivory","caterpillar parasitoid abundance","1e-04","model coefficient","p-val","<0.0001","NA","NA","NA","R^2_full","0.33",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
"234","234","Gonzal2020","TS6","piecewise SEM models","2015, 2016","soybean yield","Soy herbivory","predator abundance","0.03","model coefficient","p-val","0.0005","NA","NA","NA","R^2_full","0.27",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
"235","235","Gonzal2020","TS6","piecewise SEM models","2015, 2016","soybean yield","Soy herbivory","stink bug parasitoid abundance","0.08","model coefficient","p-val","0.005","NA","NA","NA","R^2_full","0.25",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
"236","236","Gonzal2020","TS6","piecewise SEM models","2015, 2016","soybean yield","Soy herbivory","caterpillar abundance","-0.05","model coefficient","p-val","0.0004","NA","NA","NA","R^2_full","-0.32",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1
"237","237","Whitney2016","F2","SEM models","2003-2011","aphid abundance","SBA abundance","summer precipitation","0.113","model coefficient","deltai","NA","<2","NA","NA","R^2_fixed","NA",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
"238","238","Whitney2016","F2","SEM models","2003-2011","aphid abundance","SBA abundance","forest","0.064","model coefficient","deltai","NA","<2","NA","NA","R^2_fixed","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0
"239","239","Whitney2016","F2","SEM models","2003-2011","aphid abundance","SBA abundance","growing degree days","0.013","model coefficient","deltai","NA","<2","NA","NA","R^2_fixed","NA",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"240","240","Whitney2016","F2","SEM models","2003-2011","aphid abundance","SBA abundance","grassland","0.007","model coefficient","deltai","NA","<2","NA","NA","R^2_fixed","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0
"241","241","Whitney2016","F2","SEM models","2003-2011","aphid abundance","SBA abundance","corn","-0.005","model coefficient","deltai","NA","<2","NA","NA","R^2_fixed","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"242","242","Whitney2016","F2","SEM models","2003-2011","aphid abundance","SBA abundance","soy","-0.01","model coefficient","deltai","NA","<2","NA","NA","R^2_fixed","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
"243","243","Whitney2016","F2","SEM models","2003-2011","aphid abundance","SBA abundance","other crops","-0.027","model coefficient","deltai","NA","<2","NA","NA","R^2_fixed","NA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0
"244","244","Whitney2016","F2","SEM models","2003-2011","aphid abundance","SBA abundance","winter precipitation","-0.075","model coefficient","deltai","NA","<2","NA","NA","R^2_fixed","NA",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
"245","245","I.3.Woltz ","T1","BSI","2008","coccinellid abundance","SBA predator abundance","buckwheat treatment","2.72","F-value","p-val","0.112","NA","NA","NA","NA","NA",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"246","246","I.3.Woltz ","T1","BSI","2008","coccinellid abundance","SBA predator abundance","diversity","1.15","F-value","p-val","0.295","NA","NA","NA","NA","NA",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"247","247","I.3.Woltz ","T1","BSI","2008","coccinellid abundance","SBA predator abundance","treatment","2.18","F-value","p-val","0.153","NA","NA","NA","NA","NA",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"248","248","I.3.Woltz ","T1","BSI","2009","coccinellid abundance","SBA predator abundance","buckwheat treatment","0.19","F-value","p-val","0.662","NA","NA","NA","NA","NA",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"249","249","I.3.Woltz ","T1","BSI","2009","coccinellid abundance","SBA predator abundance","diversity","0.14","F-value","p-val","0.713","NA","NA","NA","NA","NA",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"250","250","I.3.Woltz ","T1","BSI","2009","coccinellid abundance","SBA predator abundance","treatment","0.31","F-value","p-val","0.58","NA","NA","NA","NA","NA",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"251","251","I.3.Woltz ","T1","BSI","2009","coccinellid abundance","SBA predator abundance","buckwheat treatment","10.58","F-value","p-val","0.003","NA","NA","NA","NA","NA",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"252","252","I.3.Woltz ","T1","BSI","2009","coccinellid abundance","SBA predator abundance","diversity ","0","F-value","p-val","0.889","NA","NA","NA","NA","NA",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"253","253","I.3.Woltz ","T1","BSI","2009","coccinellid abundance","SBA predator abundance","treatment","0.03","F-value","p-val","0.834","NA","NA","NA","NA","NA",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"254","254","I.3.Woltz ","T1","BSI","2008","coccinellid abundance","SBA predator abundance","buckwheat treatment","0.59","F-value","p-val","0.451","NA","NA","NA","NA","NA",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"255","255","I.3.Woltz ","T1","BSI","2008","coccinellid abundance","SBA predator abundance","semi-natural habitat","0.07","F-value","p-val","0.798","NA","NA","NA","NA","NA",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"256","256","I.3.Woltz ","T1","BSI","2008","coccinellid abundance","SBA predator abundance","treatment semi-natural","1.81","F-value","p-val","0.191","NA","NA","NA","NA","NA",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
